t	a
452.4	20.8572
452.5	23.0926
452.6	19.8585
452.7	19.5402
452.8	20.5358
452.9	21.8720
453	17.3731
453.1	22.7246
453.2	17.7934
453.3	21.3932
453.4	23.8190
453.5	13.6285
453.6	18.3268
453.7	18.5257
453.8	17.9415
453.9	17.7001
454	22.0987
454.1	20.6121
454.2	18.2259
454.3	16.9619
454.4	20.2487
454.5	17.9940
454.6	20.8051
454.7	16.9422
454.8	21.5518
454.9	17.8160
455	18.7669
455.1	15.9165
455.2	15.9593
455.3	18.5334
455.4	17.8648
455.5	17.9835
455.6	18.4467
455.7	19.1785
455.8	19.0296
455.9	14.5301
456	16.9715
456.1	18.2496
456.2	16.9408
456.3	14.7545
456.4	17.0568
456.5	18.5588
456.6	18.1955
456.7	18.3751
456.8	19.4249
456.9	19.9197
457	16.0796
457.1	17.5774
457.2	16.7573
457.3	19.4198
457.4	15.5464
457.5	14.3636
457.6	17.4590
457.7	12.5943
457.8	14.4232
457.9	16.6094
458	11.9149
458.1	15.9295
458.2	16.7677
458.3	15.8956
458.4	17.6851
458.5	17.2747
458.6	17.4208
458.7	12.2771
458.8	15.6388
458.9	13.6717
459	15.6466
459.1	15.8436
459.2	13.7244
459.3	14.9391
459.4	13.7223
459.5	14.6463
459.6	17.4899
459.7	13.0404
459.8	10.7675
459.9	14.0005
460	12.7712
460.1	9.5494
460.2	11.2661
460.3	14.0758
460.4	12.1070
460.5	6.9554
460.6	11.6011
460.7	5.5281
460.8	13.2683
460.9	8.6461
461	8.1416
461.1	14.0938
461.2	14.1729
461.3	11.9343
461.4	11.9615
461.5	14.3517
461.6	8.6935
461.7	11.7030
461.8	10.3131
461.9	5.4111
462	9.3709
462.1	6.3529
462.2	7.8519
462.3	8.4902
462.4	10.8807
462.5	6.1416
462.6	5.3167
462.7	7.6050
462.8	9.0751
462.9	8.3515
463	6.9169
463.1	11.0142
463.2	9.3263
463.3	6.0262
463.4	6.9722
463.5	8.6091
463.6	6.4603
463.7	4.8229
463.8	4.7705
463.9	7.7275
464	7.5856
464.1	9.1505
464.2	8.4624
464.3	4.3083
464.4	4.8678
464.5	4.0465
464.6	7.9153
464.7	7.1884
464.8	2.8628
464.9	5.2183
465	3.5356
465.1	8.7059
465.2	5.4055
465.3	3.0195
465.4	5.7207
465.5	8.4383
465.6	9.3230
465.7	2.5593
465.8	4.6688
465.9	4.9243
466	3.5047
466.1	2.0648
466.2	3.7717
466.3	1.6361
466.4	1.2398
466.5	3.3839
466.6	2.7220
466.7	0.4869
466.8	-0.4940
466.9	0.4528
467	4.1018
467.1	2.4837
467.2	1.7008
467.3	3.6439
467.4	0.6472
467.5	1.2754
467.6	1.4344
467.7	-1.2082
467.8	1.9234
467.9	1.4136
468	-1.2613
468.1	1.6911
468.2	-1.5853
468.3	-2.3801
468.4	-3.3889
468.5	2.7642
468.6	1.0943
468.7	0.5469
468.8	1.0408
468.9	1.6305
469	0.9885
469.1	-4.5287
469.2	-0.5270
469.3	-3.8742
469.4	0.9741
469.5	-2.2486
469.6	1.4978
469.7	-3.9539
469.8	-0.4763
469.9	-1.7102
470	-2.4267
470.1	-6.3805
470.2	-1.0472
470.3	-1.4589
470.4	-6.4801
470.5	-6.1425
470.6	-6.5077
470.7	-7.1727
470.8	-3.5928
470.9	-3.1201
471	-7.0532
471.1	-5.4321
471.2	-3.3663
471.3	-6.8734
471.4	-5.0977
471.5	-6.3282
471.6	-7.9552
471.7	-7.4411
471.8	-4.3072
471.9	-8.3671
472	-3.7985
472.1	-7.4929
472.2	-7.3377
472.3	-5.1036
472.4	-6.0869
472.5	-5.8143
472.6	-8.0995
472.7	-7.5528
472.8	-8.6387
472.9	-6.9666
473	-6.3090
473.1	-3.9837
473.2	-6.9170
473.3	-12.7111
473.4	-7.6055
473.5	-10.9809
473.6	-9.3703
473.7	-7.1133
473.8	-10.0182
473.9	-9.6713
474	-7.5138
474.1	-13.0575
474.2	-12.2593
474.3	-8.1783
474.4	-6.7472
474.5	-12.6756
474.6	-8.5517
474.7	-11.3653
474.8	-11.5829
474.9	-10.2335
475	-8.1589
475.1	-10.9774
475.2	-10.4309
475.3	-12.7086
475.4	-11.0671
475.5	-12.3709
475.6	-12.3948
475.7	-15.2753
475.8	-10.4316
475.9	-9.6112
476	-13.4465
476.1	-8.4617
476.2	-11.7332
476.3	-12.9987
476.4	-10.3575
476.5	-10.8460
476.6	-11.3229
476.7	-16.7976
476.8	-16.1494
476.9	-14.9673
477	-13.8566
477.1	-16.1505
477.2	-13.0949
477.3	-13.2158
477.4	-14.2082
477.5	-14.0812
477.6	-11.8537
477.7	-14.3312
477.8	-15.4474
477.9	-18.2753
478	-14.9353
478.1	-13.3257
478.2	-16.3746
478.3	-12.9090
478.4	-14.7057
478.5	-17.7717
478.6	-16.7203
478.7	-19.7733
478.8	-15.0632
478.9	-14.1558
479	-14.6487
479.1	-12.9965
479.2	-12.8491
479.3	-14.2973
479.4	-16.4627
479.5	-17.1441
479.6	-15.2246
479.7	-18.3819
479.8	-16.3094
479.9	-15.5761
480	-17.1354
480.1	-14.5036
480.2	-16.0630
480.3	-16.4871
480.4	-13.5729
480.5	-17.2544
480.6	-18.2655
480.7	-18.6021
480.8	-14.9405
480.9	-18.2956
481	-17.2740
481.1	-13.6175
481.2	-18.4063
481.3	-17.4638
481.4	-15.7369
481.5	-14.8416
481.6	-17.1331
481.7	-15.7249
481.8	-17.8787
481.9	-19.1899
482	-16.0713
482.1	-17.1286
482.2	-20.5640
482.3	-17.7807
482.4	-18.3088
482.5	-15.3104
482.6	-20.6064
482.7	-16.5197
482.8	-18.0886
482.9	-19.5900
483	-14.7725
483.1	-18.0849
483.2	-16.4771
483.3	-20.9060
483.4	-15.2032
483.5	-18.1588
483.6	-18.3953
483.7	-19.8456
483.8	-13.5832
483.9	-20.7956
484	-21.3482
484.1	-19.8474
484.2	-16.5657
484.3	-20.6618
484.4	-15.9713
484.5	-18.6173
484.6	-16.3386
484.7	-22.8890
484.8	-16.1238
484.9	-17.2222
485	-18.6093
485.1	-16.4693
485.2	-17.3473
485.3	-19.5553
485.4	-21.2404
485.5	-21.5302
485.6	-21.7236
485.7	-19.5596
485.8	-18.4041
485.9	-21.8188
486	-14.7824
486.1	-17.6871
486.2	-23.9273
486.3	-20.5028
486.4	-18.3279
486.5	-16.4582
486.6	-16.4290
486.7	-18.6559
486.8	-16.1992
486.9	-19.5206
487	-18.3283
487.1	-20.3869
487.2	-17.1271
487.3	-19.9977
487.4	-16.3380
487.5	-21.0227
487.6	-20.3056
487.7	-25.2518
487.8	-20.2183
487.9	-20.8380
488	-14.3540
488.1	-19.6344
488.2	-16.1812
488.3	-18.0749
488.4	-14.8417
488.5	-19.1316
488.6	-18.9603
488.7	-17.4740
488.8	-14.7052
488.9	-13.6861
489	-18.3758
489.1	-18.1844
489.2	-16.8825
489.3	-18.0792
489.4	-19.8256
489.5	-24.5474
489.6	-17.1332
489.7	-16.3536
489.8	-20.5978
489.9	-16.2925
490	-17.7811
490.1	-17.0194
490.2	-15.8368
490.3	-16.2538
490.4	-18.9790
490.5	-16.5725
490.6	-16.8624
490.7	-17.8863
490.8	-15.5792
490.9	-17.1537
491	-16.0892
491.1	-16.2463
491.2	-16.5396
491.3	-18.1472
491.4	-20.0581
491.5	-10.6258
491.6	-17.1825
491.7	-17.4660
491.8	-15.3759
491.9	-15.9346
492	-13.1777
492.1	-16.3738
492.2	-19.1643
492.3	-18.2492
492.4	-15.4244
492.5	-19.6388
492.6	-14.7723
492.7	-14.9114
492.8	-19.9900
492.9	-19.4165
493	-15.6626
493.1	-15.6232
493.2	-12.2385
493.3	-18.3324
493.4	-16.9931
493.5	-13.5063
493.6	-17.1514
493.7	-15.0838
493.8	-13.5291
493.9	-18.4435
494	-12.8484
494.1	-11.5333
494.2	-14.1651
494.3	-12.0880
494.4	-14.1729
494.5	-14.8754
494.6	-12.3577
494.7	-15.4116
494.8	-14.5317
494.9	-12.1714
495	-11.6595
495.1	-12.8293
495.2	-15.1901
495.3	-14.7759
495.4	-10.2184
495.5	-12.7659
495.6	-15.7869
495.7	-12.5747
495.8	-14.9397
495.9	-11.4864
496	-12.5387
496.1	-12.6993
496.2	-11.2557
496.3	-11.5969
496.4	-10.8650
496.5	-13.7172
496.6	-13.6338
496.7	-9.5370
496.8	-11.1679
496.9	-6.1434
497	-12.1037
497.1	-9.7225
497.2	-10.2238
497.3	-10.1426
497.4	-13.0227
497.5	-9.8646
497.6	-9.8356
497.7	-6.8552
497.8	-6.9071
497.9	-11.3561
498	-7.4752
498.1	-9.1569
498.2	-9.1670
498.3	-8.3219
498.4	-9.5208
498.5	-5.4535
498.6	-9.6844
498.7	-9.6544
498.8	-5.9314
498.9	-9.0009
499	-9.2590
499.1	-8.7486
499.2	-4.5144
499.3	-4.2394
499.4	-7.9990
499.5	-5.5911
499.6	-10.6083
499.7	-6.1312
499.8	-7.5603
499.9	-8.9773
500	-9.6870
500.1	-8.5388
500.2	-6.6847
500.3	-8.0573
500.4	-7.1958
500.5	-9.2119
500.6	-2.3620
500.7	-3.3296
500.8	-6.2875
500.9	-6.9391
501	-3.6090
501.1	-4.6582
501.2	-2.7295
501.3	-6.8528
501.4	-3.7977
501.5	-3.5133
501.6	-5.1933
501.7	-3.6723
501.8	-6.4452
501.9	-2.2290
502	-7.9793
502.1	-1.5255
502.2	0.9284
502.3	-1.6386
502.4	0.9278
502.5	-2.2004
502.6	-4.1682
502.7	1.6202
502.8	-4.3991
502.9	-0.8625
503	0.5557
503.1	-0.5420
503.2	1.7768
503.3	-0.8525
503.4	-0.4950
503.5	0.0260
503.6	0.9009
503.7	-4.0349
503.8	-1.4192
503.9	-0.1001
504	-0.2312
504.1	0.0247
504.2	0.4397
504.3	1.4517
504.4	3.2019
504.5	-0.1629
504.6	2.4762
504.7	-1.8144
504.8	-0.0148
504.9	-0.7287
505	-2.4048
505.1	0.2292
505.2	3.1340
505.3	5.4386
505.4	-0.4325
505.5	1.4289
505.6	5.7434
505.7	4.4845
505.8	3.0919
505.9	3.8289
506	3.4405
506.1	4.5685
506.2	4.9749
506.3	7.4958
506.4	4.1310
506.5	1.8529
506.6	2.9881
506.7	1.7756
506.8	6.8267
506.9	4.0750
507	4.7999
507.1	5.1288
507.2	7.0038
507.3	4.3893
507.4	2.7176
507.5	7.2710
507.6	7.8290
507.7	5.9475
507.8	9.1769
507.9	8.9926
508	8.9356
508.1	3.8039
508.2	5.4768
508.3	7.2651
508.4	6.5215
508.5	6.3133
508.6	9.3976
508.7	8.0942
508.8	4.9082
508.9	7.8511
509	5.0552
509.1	7.6966
509.2	5.8577
509.3	10.8932
509.4	7.5811
509.5	6.3514
509.6	3.3108
509.7	4.2860
509.8	4.1042
509.9	7.1121
510	6.3726
510.1	11.8909
510.2	6.4116
510.3	11.4964
510.4	8.8089
510.5	11.9740
510.6	8.0767
510.7	12.7126
510.8	9.4485
510.9	12.4676
511	10.2295
511.1	12.2708
511.2	10.9325
511.3	10.5060
511.4	11.2957
511.5	11.9697
511.6	11.3056
511.7	10.6252
511.8	9.4942
511.9	13.4108
512	12.0973
512.1	9.4499
512.2	12.2425
512.3	11.6197
512.4	12.8992
512.5	15.1680
512.6	11.9693
512.7	10.3484
512.8	13.1001
512.9	12.2187
513	13.1811
513.1	11.8004
513.2	13.0724
513.3	12.9188
513.4	14.8163
513.5	14.0603
513.6	16.5358
513.7	13.1997
513.8	13.4168
513.9	13.0008
514	11.8300
514.1	17.8796
514.2	14.4935
514.3	14.5996
514.4	15.1319
514.5	13.8349
514.6	16.3115
514.7	13.1778
514.8	15.9942
514.9	13.5202
515	17.0891
515.1	11.7600
515.2	17.7116
515.3	19.5737
515.4	12.6021
515.5	17.9284
515.6	16.0387
515.7	14.2209
515.8	13.2364
515.9	18.8205
516	16.9836
516.1	13.7225
516.2	13.1443
516.3	18.1640
516.4	14.1533
516.5	19.5407
516.6	17.5216
516.7	14.2179
516.8	13.4900
516.9	16.3693
517	18.1203
517.1	17.8714
517.2	16.9254
517.3	17.7042
517.4	16.8514
517.5	17.0530
517.6	15.5540
517.7	14.5001
517.8	13.3947
517.9	17.5989
518	17.0342
518.1	17.7850
518.2	14.5882
518.3	14.7991
518.4	20.1726
518.5	18.3540
518.6	14.4658
518.7	15.9531
518.8	14.8902
518.9	13.3887
519	13.9271
519.1	13.0145
519.2	16.4720
519.3	19.5523
519.4	13.4929
519.5	16.7450
519.6	18.0678
519.7	16.9442
519.8	17.7186
519.9	20.3289
520	18.7194
520.1	17.6578
520.2	12.8952
520.3	15.6555
520.4	13.9254
520.5	19.6955
520.6	19.0134
520.7	15.8836
520.8	16.2050
520.9	14.6313
521	16.4643
521.1	19.0473
521.2	18.4109
521.3	20.1666
521.4	14.5431
521.5	17.6908
521.6	17.5963
521.7	18.4827
521.8	18.6107
521.9	18.5703
522	16.2061
522.1	17.2783
522.2	19.9504
522.3	20.5252
522.4	17.9419
522.5	20.0316
522.6	19.3116
522.7	17.4483
522.8	18.1944
522.9	18.5615
523	14.3250
523.1	16.8791
523.2	18.3350
523.3	16.9804
523.4	16.5437
523.5	17.2936
523.6	18.1860
523.7	13.6431
523.8	15.5803
523.9	20.0210
524	16.8936
524.1	20.9776
524.2	13.6296
524.3	14.5790
524.4	19.7048
524.5	15.1887
524.6	15.1934
524.7	20.6109
524.8	15.8494
524.9	17.5107
525	17.7482
525.1	17.0838
525.2	15.2999
525.3	18.2346
525.4	14.3937
525.5	17.2572
525.6	18.8366
525.7	18.8958
525.8	17.4311
525.9	14.4877
526	15.0401
526.1	14.5065
526.2	16.8754
526.3	15.0013
526.4	17.7632
526.5	14.7746
526.6	20.0601
526.7	16.6091
526.8	14.7659
526.9	12.7151
527	14.8307
527.1	16.9975
527.2	17.8840
527.3	15.5477
527.4	15.7882
527.5	17.6028
527.6	18.5467
527.7	13.8659
527.8	16.2573
527.9	14.8293
528	13.5081
528.1	13.3953
528.2	17.4299
528.3	16.4458
528.4	13.3599
528.5	15.5482
528.6	13.5817
528.7	15.1351
528.8	12.5397
528.9	14.2863
529	16.2824
529.1	13.3673
529.2	14.7882
529.3	17.3101
529.4	14.6749
529.5	15.1217
529.6	13.9954
529.7	14.2292
529.8	13.9082
529.9	12.5868
530	12.8620
530.1	12.0902
530.2	13.7477
530.3	11.8394
530.4	13.5768
530.5	12.6112
530.6	14.3307
530.7	15.7512
530.8	13.7891
530.9	13.3070
531	9.2980
531.1	14.4103
531.2	13.4293
531.3	13.6499
531.4	15.8512
531.5	10.2074
531.6	9.2459
531.7	9.9822
531.8	8.9656
531.9	10.6495
532	13.2996
532.1	14.0672
532.2	12.2703
532.3	11.2398
532.4	7.2115
532.5	7.9264
532.6	10.6496
532.7	7.4532
532.8	7.6918
532.9	10.4703
533	8.6417
533.1	12.7178
533.2	10.6021
533.3	11.3623
533.4	10.0795
533.5	11.9670
533.6	10.6540
533.7	4.6682
533.8	5.4739
533.9	10.1849
534	9.8559
534.1	9.1911
534.2	8.2930
534.3	8.4447
534.4	5.4339
534.5	5.3236
534.6	9.6508
534.7	9.5409
534.8	7.9923
534.9	7.6205
535	10.0571
535.1	8.9270
535.2	2.4355
535.3	5.3551
535.4	7.0859
535.5	4.1021
535.6	6.5295
535.7	4.5333
535.8	3.9507
535.9	5.0247
536	7.5099
536.1	7.2585
536.2	4.6649
536.3	7.3728
536.4	8.9127
536.5	5.5329
536.6	2.3006
536.7	6.8416
536.8	3.1900
536.9	5.4602
537	5.2376
537.1	4.5221
537.2	4.6709
537.3	7.4702
537.4	6.8577
537.5	-0.8738
537.6	1.9737
537.7	7.8576
537.8	3.5937
537.9	-1.6228
538	4.9834
538.1	2.2233
538.2	-0.2348
538.3	2.7330
538.4	1.2006
538.5	0.7192
538.6	-1.9621
538.7	3.8787
538.8	1.1330
538.9	2.8072
539	0.9672
539.1	0.8806
539.2	1.1360
539.3	0.1571
539.4	-1.1379
539.5	2.1703
539.6	3.2311
539.7	0.8421
539.8	-1.3128
539.9	0.1097
540	1.0288
540.1	-0.9302
540.2	-2.8705
540.3	0.1800
540.4	-0.4855
540.5	0.4979
540.6	-1.1151
540.7	0.2876
540.8	-2.0028
540.9	-0.2868
541	-0.3636
541.1	-2.4793
541.2	0.3446
541.3	-4.2394
541.4	-0.7097
541.5	-1.1775
541.6	1.8569
541.7	-0.0704
541.8	-0.7866
541.9	-4.7153
542	-0.7702
542.1	-2.7050
542.2	-4.9636
542.3	-0.4622
542.4	-4.9707
542.5	-3.5023
542.6	-2.8516
542.7	-5.4180
542.8	-3.5016
542.9	-4.2342
543	-3.5072
543.1	-7.1322
543.2	-6.9131
543.3	-3.0892
543.4	-4.5492
543.5	-5.7133
543.6	-6.1796
543.7	-4.2440
543.8	-5.2347
543.9	-6.1622
544	-3.4124
544.1	-5.2400
544.2	-6.6821
544.3	-8.7143
544.4	-6.1036
544.5	-6.2786
544.6	-7.4622
544.7	-6.4398
544.8	-5.5395
544.9	-8.3345
545	-5.0927
545.1	-9.4514
545.2	-8.4807
545.3	-7.5437
545.4	-8.1467
545.5	-6.9027
545.6	-9.1032
545.7	-8.9669
545.8	-10.9316
545.9	-5.6508
546	-9.4745
546.1	-7.8283
546.2	-8.5975
546.3	-9.4875
546.4	-7.7970
546.5	-8.0287
546.6	-10.7480
546.7	-12.8166
546.8	-12.1301
546.9	-5.4050
547	-13.3676
547.1	-10.4623
547.2	-12.0085
547.3	-8.2244
547.4	-7.8869
547.5	-8.9955
547.6	-8.3388
547.7	-11.8440
547.8	-8.3532
547.9	-8.2825
548	-9.6549
548.1	-12.6112
548.2	-10.2852
548.3	-11.3935
548.4	-9.6817
548.5	-11.2469
548.6	-11.2502
548.7	-9.7860
548.8	-9.3752
548.9	-11.2134
549	-11.2815
549.1	-10.3030
549.2	-12.1322
549.3	-11.6978
549.4	-13.3032
549.5	-12.5754
549.6	-15.9736
549.7	-11.5366
549.8	-11.8547
549.9	-13.2787
550	-10.8845
550.1	-14.7050
550.2	-18.0551
550.3	-9.1581
550.4	-12.0968
550.5	-14.1247
550.6	-12.3680
550.7	-10.3349
550.8	-12.6559
550.9	-14.4868
551	-16.1463
551.1	-10.5690
551.2	-14.3240
551.3	-14.3193
551.4	-14.6376
551.5	-17.3529
551.6	-14.1787
551.7	-14.7103
551.8	-13.7963
551.9	-13.8648
552	-13.2911
552.1	-14.6058
552.2	-13.1504
552.3	-15.0698
552.4	-17.0002
552.5	-16.2794
552.6	-14.7680
552.7	-13.0133
552.8	-12.1458
552.9	-14.6556
553	-16.1783
553.1	-15.2404
553.2	-10.6941
553.3	-13.9948
553.4	-15.3747
553.5	-15.3956
553.6	-15.5334
553.7	-14.7259
553.8	-18.5502
553.9	-13.7939
554	-20.5374
554.1	-14.3829
554.2	-16.0239
554.3	-14.4703
554.4	-14.2630
554.5	-11.5109
554.6	-14.1154
554.7	-15.2867
554.8	-16.4136
554.9	-17.2571
555	-19.1070
555.1	-16.5443
555.2	-18.6804
555.3	-13.7284
555.4	-13.2386
555.5	-17.8459
555.6	-10.5926
555.7	-14.4444
555.8	-17.9917
555.9	-15.9755
556	-14.6022
556.1	-17.6072
556.2	-15.7832
556.3	-15.7429
556.4	-16.8444
556.5	-14.3203
556.6	-17.4888
556.7	-17.0465
556.8	-17.8317
556.9	-15.6794
557	-15.3784
557.1	-11.8066
557.2	-15.5275
557.3	-18.7105
557.4	-15.2674
557.5	-16.0897
557.6	-13.3730
557.7	-14.2094
557.8	-17.9736
557.9	-14.5810
558	-17.7199
558.1	-14.9472
558.2	-14.0209
558.3	-18.1238
558.4	-17.1986
558.5	-13.6533
558.6	-16.6536
558.7	-13.5600
558.8	-19.0968
558.9	-12.0779
559	-15.2817
559.1	-16.9217
559.2	-17.8920
559.3	-16.4812
559.4	-17.7487
559.5	-14.1873
559.6	-14.0748
559.7	-16.3059
559.8	-15.0963
559.9	-18.5701
560	-18.5820
560.1	-16.0043
560.2	-21.9710
560.3	-16.0254
560.4	-13.6063
560.5	-14.9828
560.6	-16.2098
560.7	-16.6524
560.8	-17.9029
560.9	-15.3264
561	-16.5276
561.1	-14.2453
561.2	-12.7578
561.3	-10.7094
561.4	-15.3704
561.5	-20.1794
561.6	-15.8329
561.7	-17.5406
561.8	-14.5853
561.9	-13.9347
562	-12.3570
562.1	-13.3794
562.2	-10.1819
562.3	-13.6071
562.4	-11.1925
562.5	-17.4882
562.6	-17.8779
562.7	-12.5737
562.8	-15.1686
562.9	-12.2902
563	-14.3570
563.1	-16.1625
563.2	-17.3263
563.3	-17.2646
563.4	-13.7348
563.5	-12.2957
563.6	-8.0496
563.7	-16.1385
563.8	-14.2922
563.9	-14.0808
564	-14.5925
564.1	-10.5038
564.2	-13.2778
564.3	-11.2574
564.4	-14.5841
564.5	-15.2718
564.6	-13.9523
564.7	-14.1114
564.8	-12.7530
564.9	-15.1463
565	-8.0757
565.1	-11.4150
565.2	-19.1351
565.3	-14.3427
565.4	-11.7624
565.5	-12.8630
565.6	-16.0413
565.7	-13.3478
565.8	-12.8881
565.9	-10.6490
566	-17.4767
566.1	-9.6949
566.2	-7.0270
566.3	-12.1629
566.4	-10.8382
566.5	-6.7561
566.6	-9.9018
566.7	-10.7695
566.8	-9.5471
566.9	-10.1714
567	-11.1307
567.1	-11.7396
567.2	-10.5444
567.3	-11.6356
567.4	-8.5383
567.5	-10.6928
567.6	-10.6019
567.7	-11.9660
567.8	-11.4080
567.9	-9.9055
568	-10.9325
568.1	-12.9297
568.2	-11.8035
568.3	-11.6320
568.4	-9.1773
568.5	-11.1055
568.6	-10.0461
568.7	-9.4063
568.8	-7.8178
568.9	-9.6038
569	-12.7261
569.1	-10.4950
569.2	-9.8027
569.3	-9.1844
569.4	-8.0353
569.5	-7.4231
569.6	-8.6608
569.7	-9.4945
569.8	-6.4823
569.9	-7.4379
570	-7.7296
570.1	-8.2054
570.2	-6.8958
570.3	-8.8872
570.4	-10.5177
570.5	-10.7952
570.6	-8.9814
570.7	-3.2745
570.8	-6.3503
570.9	-5.5082
571	-6.9724
571.1	-5.9118
571.2	-6.3665
571.3	-7.3994
571.4	-6.1696
571.5	-2.2013
571.6	-4.1257
571.7	-3.2386
571.8	-6.5465
571.9	-8.7786
572	-3.9826
572.1	-4.4461
572.2	-5.3107
572.3	-4.9786
572.4	-5.2018
572.5	-3.4405
572.6	-3.7651
572.7	-4.9259
572.8	-5.5779
572.9	-1.9484
573	-5.5374
573.1	-4.7796
573.2	-2.4932
573.3	-3.7911
573.4	-5.8375
573.5	-4.0612
573.6	-1.7014
573.7	-5.4343
573.8	-2.8483
573.9	-2.8296
574	-0.2204
574.1	-1.6849
574.2	-0.9343
574.3	-0.2764
574.4	-3.1962
574.5	-2.2295
574.6	-0.9535
574.7	0.6875
574.8	-0.9362
574.9	0.3506
575	-1.6483
575.1	-1.2628
575.2	-3.3626
575.3	-6.0663
575.4	-3.7771
575.5	0.9991
575.6	1.3580
575.7	-2.5517
575.8	-3.4620
575.9	-0.9174
576	0.8216
576.1	-0.0766
576.2	0.7853
576.3	-2.5036
576.4	-2.0427
576.5	5.1818
576.6	-3.0891
576.7	-1.9997
576.8	-3.2046
576.9	1.0175
577	6.4400
577.1	2.2147
577.2	-1.6138
577.3	-2.6894
577.4	-1.2485
577.5	-2.1740
577.6	0.1949
577.7	2.3586
577.8	1.7497
577.9	3.5633
578	0.5700
578.1	2.1135
578.2	4.9002
578.3	2.7290
578.4	5.5013
578.5	3.6640
578.6	0.2801
578.7	5.4143
578.8	1.6746
578.9	2.5665
579	3.3787
579.1	7.1304
579.2	2.8660
579.3	4.1745
579.4	6.7499
579.5	6.4947
579.6	-0.4001
579.7	5.2990
579.8	5.8843
579.9	5.6577
580	6.8478
580.1	1.9415
580.2	6.2129
580.3	6.9574
580.4	7.4587
580.5	7.9343
580.6	10.2667
580.7	5.8632
580.8	8.5961
580.9	4.5951
581	4.3549
581.1	7.2245
581.2	6.4310
581.3	5.2299
581.4	7.2335
581.5	7.9908
581.6	9.8506
581.7	5.8165
581.8	9.5814
581.9	8.3907
582	10.2704
582.1	6.6351
582.2	4.8151
582.3	10.4551
582.4	10.0924
582.5	8.9575
582.6	10.5307
582.7	5.0509
582.8	9.9404
582.9	6.9598
583	9.0403
583.1	9.3500
583.2	12.5879
583.3	10.6892
583.4	9.2414
583.5	9.9623
583.6	10.7385
583.7	9.2062
583.8	7.6295
583.9	7.6664
584	8.2125
584.1	10.2214
584.2	8.8986
584.3	10.5051
584.4	9.7416
584.5	6.1287
584.6	11.2910
584.7	10.7138
584.8	9.7496
584.9	9.1399
585	8.2271
585.1	15.4002
585.2	11.0523
585.3	13.8317
585.4	8.9952
585.5	12.2107
585.6	10.9152
585.7	11.1919
585.8	10.1592
585.9	12.0789
586	11.5431
586.1	9.4672
586.2	14.4307
586.3	14.9644
586.4	12.0037
586.5	12.6945
586.6	13.7240
586.7	14.8036
586.8	11.5513
586.9	14.4618
587	11.8615
587.1	12.0696
587.2	11.9515
587.3	11.3980
587.4	13.1516
587.5	13.3162
587.6	12.9451
587.7	11.8353
587.8	16.5203
587.9	10.0814
588	13.5325
588.1	13.7649
588.2	13.4174
588.3	10.2857
588.4	15.0747
588.5	15.3990
588.6	11.1210
588.7	14.0038
588.8	16.7861
588.9	11.7611
589	14.6924
589.1	17.6071
589.2	13.2406
589.3	14.9304
589.4	14.8491
589.5	15.4146
589.6	16.9757
589.7	15.6578
589.8	16.0568
589.9	14.0504
590	12.4036
590.1	17.1527
590.2	13.4115
590.3	12.4166
590.4	14.0890
590.5	14.9081
590.6	13.7312
590.7	12.8929
590.8	18.2487
590.9	11.8252
591	14.7023
591.1	14.5320
591.2	20.0214
591.3	12.9328
591.4	14.3178
591.5	14.2116
591.6	15.2070
591.7	15.4994
591.8	15.4647
591.9	16.0109
592	17.9089
592.1	18.2566
592.2	17.6862
592.3	13.4336
592.4	12.0301
592.5	15.3823
592.6	13.0660
592.7	14.6485
592.8	15.6077
592.9	16.2829
593	14.3721
593.1	11.4172
593.2	13.9061
593.3	13.8519
593.4	16.9521
593.5	13.9126
593.6	14.7384
593.7	14.8892
593.8	21.0222
593.9	16.2897
594	15.7865
594.1	14.6717
594.2	17.0025
594.3	14.3043
594.4	11.7507
594.5	13.8129
594.6	14.1390
594.7	15.1008
594.8	14.4893
594.9	11.6271
595	15.0761
595.1	12.9707
595.2	15.0222
595.3	14.6843
595.4	12.7091
595.5	17.0340
595.6	18.0341
595.7	11.9942
595.8	17.9737
595.9	13.5181
596	15.5822
596.1	15.4935
596.2	17.5173
596.3	15.3471
596.4	13.7855
596.5	14.6645
596.6	14.0612
596.7	15.3351
596.8	13.1844
596.9	14.8255
597	13.0080
597.1	14.7532
597.2	15.0338
597.3	13.2969
597.4	15.0464
597.5	12.6981
597.6	14.0665
597.7	12.8861
597.8	13.6164
597.9	16.7654
598	18.6508
598.1	16.0761
598.2	17.8053
598.3	13.7002
598.4	13.7943
598.5	15.9105
598.6	13.1354
598.7	17.1828
598.8	15.2719
598.9	16.4743
599	14.6739
599.1	11.5243
599.2	12.9934
599.3	13.0777
599.4	14.4771
599.5	13.1583
599.6	14.0843
599.7	9.1979
599.8	13.5478
599.9	14.4091
600	11.1060
600.1	13.1934
600.2	11.0789
600.3	13.1883
600.4	13.8870
600.5	12.4817
600.6	11.1128
600.7	13.8363
600.8	13.7220
600.9	12.2658
601	11.4863
601.1	13.1974
601.2	11.4630
601.3	12.3795
601.4	10.7249
601.5	14.0228
601.6	7.6422
601.7	13.3773
601.8	11.6026
601.9	14.1455
602	11.9357
602.1	11.4390
602.2	10.9686
602.3	13.1090
602.4	7.8647
602.5	8.3864
602.6	12.9627
602.7	11.4098
602.8	11.3293
602.9	7.6162
603	9.0987
603.1	10.1618
